Node;GeneratorType;Period;genInstalledCap_MW;;;;
BosniaH;Coal;2020-2025;0.000848446;;;;
BosniaH;Coal;2025-2030;0.001712774;;;;
BosniaH;Coal;2030-2035;0.001723986;;;;
BosniaH;Coal;2035-2040;0.001731108;;;;
BosniaH;Coal;2040-2045;0.001740351;;;;
BosniaH;Coal;2045-2050;0.001753542;;;;
BosniaH;Coal;2050-2055;0.001769416;;;;
BosniaH;Coal;2055-2060;0.001811003;;;;
Belgium;Coal;2020-2025;0.002178935;;;;
Belgium;Coal;2025-2030;0.014782057;;;;
Belgium;Coal;2030-2035;0.01479438;;;;
Belgium;Coal;2035-2040;0.014806165;;;;
Belgium;Coal;2040-2045;0.014809453;;;;
Belgium;Coal;2045-2050;0.014816721;;;;
Belgium;Coal;2050-2055;0.014821983;;;;
Belgium;Coal;2055-2060;0.014828762;;;;
Bulgaria;Coal;2020-2025;0.000449236;;;;
Bulgaria;Coal;2025-2030;0.001739376;;;;
Bulgaria;Coal;2030-2035;0.001753266;;;;
Bulgaria;Coal;2035-2040;0.001759058;;;;
Bulgaria;Coal;2040-2045;0.001760812;;;;
Bulgaria;Coal;2045-2050;0.001763857;;;;
Bulgaria;Coal;2050-2055;0.001767926;;;;
Bulgaria;Coal;2055-2060;0.001772577;;;;
CzechR;Coal;2020-2025;0.000779941;;;;
CzechR;Coal;2025-2030;0.00199413;;;;
CzechR;Coal;2030-2035;0.002000272;;;;
CzechR;Coal;2035-2040;0.002006778;;;;
CzechR;Coal;2040-2045;0.002011308;;;;
CzechR;Coal;2045-2050;0.002022193;;;;
CzechR;Coal;2050-2055;0.002039385;;;;
CzechR;Coal;2055-2060;0.002053366;;;;
Germany;Coal;2020-2025;0.000788895;;;;
Germany;Coal;2025-2030;0.001890395;;;;
Germany;Coal;2030-2035;0.001904532;;;;
Germany;Coal;2035-2040;0.00190942;;;;
Germany;Coal;2040-2045;0.001914381;;;;
Germany;Coal;2045-2050;0.001918765;;;;
Germany;Coal;2050-2055;0.001923051;;;;
Germany;Coal;2055-2060;0.00192578;;;;
Denmark;Coal;2020-2025;0.000513505;;;;
Denmark;Coal;2025-2030;0.001939245;;;;
Denmark;Coal;2030-2035;0.001973691;;;;
Denmark;Coal;2035-2040;0.001976867;;;;
Denmark;Coal;2040-2045;0.001978842;;;;
Denmark;Coal;2045-2050;0.001980845;;;;
Denmark;Coal;2050-2055;0.001983594;;;;
Denmark;Coal;2055-2060;0.001988026;;;;
Spain;Coal;2020-2025;0.011254582;;;;
Spain;Coal;2025-2030;0.011259221;;;;
Spain;Coal;2030-2035;0.011296554;;;;
Spain;Coal;2035-2040;0.011350588;;;;
Spain;Coal;2040-2045;0.011357405;;;;
Spain;Coal;2045-2050;0.01136205;;;;
Spain;Coal;2050-2055;0.011371465;;;;
Spain;Coal;2055-2060;0.011381912;;;;
Finland;Coal;2020-2025;0.002549897;;;;
Finland;Coal;2025-2030;0.002619378;;;;
Finland;Coal;2030-2035;0.002644389;;;;
Finland;Coal;2035-2040;0.002647491;;;;
Finland;Coal;2040-2045;0.002649471;;;;
Finland;Coal;2045-2050;0.002651357;;;;
Finland;Coal;2050-2055;0.002654677;;;;
Finland;Coal;2055-2060;0.002658467;;;;
France;Coal;2020-2025;0.000907503;;;;
France;Coal;2025-2030;0.002274527;;;;
France;Coal;2030-2035;0.002280237;;;;
France;Coal;2035-2040;0.002303055;;;;
France;Coal;2040-2045;0.002320187;;;;
France;Coal;2045-2050;0.002324901;;;;
France;Coal;2050-2055;0.002330664;;;;
France;Coal;2055-2060;0.002336429;;;;
GreatBrit.;Coal;2020-2025;0.00181315;;;;
GreatBrit.;Coal;2025-2030;0.004192958;;;;
GreatBrit.;Coal;2030-2035;0.004203248;;;;
GreatBrit.;Coal;2035-2040;0.004213826;;;;
GreatBrit.;Coal;2040-2045;0.004233222;;;;
GreatBrit.;Coal;2045-2050;0.004237359;;;;
GreatBrit.;Coal;2050-2055;0.004246392;;;;
GreatBrit.;Coal;2055-2060;0.004256179;;;;
Croatia;Coal;2020-2025;0.001383947;;;;
Croatia;Coal;2025-2030;0.002311568;;;;
Croatia;Coal;2030-2035;0.002351335;;;;
Croatia;Coal;2035-2040;0.002365856;;;;
Croatia;Coal;2040-2045;0.002369382;;;;
Croatia;Coal;2045-2050;0.002378737;;;;
Croatia;Coal;2050-2055;0.002384576;;;;
Croatia;Coal;2055-2060;0.002390155;;;;
Hungary;Coal;2020-2025;0.001226754;;;;
Hungary;Coal;2025-2030;0.001843731;;;;
Hungary;Coal;2030-2035;0.001862409;;;;
Hungary;Coal;2035-2040;0.001880309;;;;
Hungary;Coal;2040-2045;0.001883314;;;;
Hungary;Coal;2045-2050;0.001887816;;;;
Hungary;Coal;2050-2055;0.001892089;;;;
Hungary;Coal;2055-2060;0.001896859;;;;
Ireland;Coal;2020-2025;0.001872561;;;;
Ireland;Coal;2025-2030;0.002456515;;;;
Ireland;Coal;2030-2035;0.002464829;;;;
Ireland;Coal;2035-2040;0.002468905;;;;
Ireland;Coal;2040-2045;0.002470431;;;;
Ireland;Coal;2045-2050;0.002473396;;;;
Ireland;Coal;2050-2055;0.002476943;;;;
Ireland;Coal;2055-2060;0.002480826;;;;
Italy;Coal;2020-2025;11924.72427;;;;
Italy;Coal;2025-2030;11924.72429;;;;
Italy;Coal;2030-2035;11924.7243;;;;
Italy;Coal;2035-2040;11924.72431;;;;
Italy;Coal;2040-2045;11924.72431;;;;
Italy;Coal;2045-2050;11924.72433;;;;
Italy;Coal;2050-2055;11924.72434;;;;
Italy;Coal;2055-2060;11924.72435;;;;
Latvia;Coal;2020-2025;0.002437225;;;;
Latvia;Coal;2025-2030;0.00485081;;;;
Latvia;Coal;2030-2035;0.004879331;;;;
Latvia;Coal;2035-2040;0.00489148;;;;
Latvia;Coal;2040-2045;0.004894488;;;;
Latvia;Coal;2045-2050;0.0049012;;;;
Latvia;Coal;2050-2055;0.004906094;;;;
Latvia;Coal;2055-2060;0.004910686;;;;
Netherlands;Coal;2020-2025;0.002221089;;;;
Netherlands;Coal;2025-2030;0.028703899;;;;
Netherlands;Coal;2030-2035;0.028712186;;;;
Netherlands;Coal;2035-2040;0.0287192;;;;
Netherlands;Coal;2040-2045;0.02872584;;;;
Netherlands;Coal;2045-2050;0.0287373;;;;
Netherlands;Coal;2050-2055;0.028745629;;;;
Netherlands;Coal;2055-2060;0.02875734;;;;
Poland;Coal;2020-2025;0.000455693;;;;
Poland;Coal;2025-2030;0.001742023;;;;
Poland;Coal;2030-2035;0.001818532;;;;
Poland;Coal;2035-2040;0.001824354;;;;
Poland;Coal;2040-2045;0.001829156;;;;
Poland;Coal;2045-2050;0.001838682;;;;
Poland;Coal;2050-2055;0.001943205;;;;
Poland;Coal;2055-2060;0.001945065;;;;
Portugal;Coal;2020-2025;0.006320292;;;;
Portugal;Coal;2025-2030;0.006327279;;;;
Portugal;Coal;2030-2035;0.006469394;;;;
Portugal;Coal;2035-2040;0.006482005;;;;
Portugal;Coal;2040-2045;0.006501292;;;;
Portugal;Coal;2045-2050;0.006513815;;;;
Portugal;Coal;2050-2055;0.006516445;;;;
Portugal;Coal;2055-2060;0.006526627;;;;
Romania;Coal;2020-2025;0.001105623;;;;
Romania;Coal;2025-2030;0.001841848;;;;
Romania;Coal;2030-2035;0.001842307;;;;
Romania;Coal;2035-2040;0.002152928;;;;
Romania;Coal;2040-2045;0.002152986;;;;
Romania;Coal;2045-2050;0.002153053;;;;
Romania;Coal;2050-2055;0.002154031;;;;
Romania;Coal;2055-2060;0.002155502;;;;
Sweden;Coal;2020-2025;0.000271642;;;;
Sweden;Coal;2025-2030;0.00100488;;;;
Sweden;Coal;2030-2035;0.001091508;;;;
Sweden;Coal;2035-2040;0.001097529;;;;
Sweden;Coal;2040-2045;0.001104318;;;;
Sweden;Coal;2045-2050;0.0011338;;;;
Sweden;Coal;2050-2055;0.001226041;;;;
Sweden;Coal;2055-2060;0.001226527;;;;
Slovenia;Coal;2020-2025;0.001002587;;;;
Slovenia;Coal;2025-2030;0.001803678;;;;
Slovenia;Coal;2030-2035;0.001812851;;;;
Slovenia;Coal;2035-2040;0.001820834;;;;
Slovenia;Coal;2040-2045;0.001830976;;;;
Slovenia;Coal;2045-2050;0.001845334;;;;
Slovenia;Coal;2050-2055;0.001860998;;;;
Slovenia;Coal;2055-2060;0.001910938;;;;
Slovakia;Coal;2020-2025;0.000859081;;;;
Slovakia;Coal;2025-2030;0.00196698;;;;
Slovakia;Coal;2030-2035;0.001975079;;;;
Slovakia;Coal;2035-2040;0.001979702;;;;
Slovakia;Coal;2040-2045;0.001981168;;;;
Slovakia;Coal;2045-2050;0.001984009;;;;
Slovakia;Coal;2050-2055;0.001987858;;;;
Slovakia;Coal;2055-2060;0.001992096;;;;
Austria;CoalCCSadv;2020-2025;0.000195094;;;;
Austria;CoalCCSadv;2025-2030;0.000333668;;;;
Austria;CoalCCSadv;2030-2035;0.000428495;;;;
Austria;CoalCCSadv;2035-2040;0.001016341;;;;
Austria;CoalCCSadv;2040-2045;0.001036312;;;;
Austria;CoalCCSadv;2045-2050;0.001650309;;;;
Austria;CoalCCSadv;2050-2055;0.001650488;;;;
Austria;CoalCCSadv;2055-2060;0.001655321;;;;
BosniaH;CoalCCSadv;2020-2025;0.000205137;;;;
BosniaH;CoalCCSadv;2025-2030;0.00039643;;;;
BosniaH;CoalCCSadv;2030-2035;0.000484522;;;;
BosniaH;CoalCCSadv;2035-2040;0.001253374;;;;
BosniaH;CoalCCSadv;2040-2045;0.001260862;;;;
BosniaH;CoalCCSadv;2045-2050;0.001271355;;;;
BosniaH;CoalCCSadv;2050-2055;0.001277378;;;;
BosniaH;CoalCCSadv;2055-2060;0.00128066;;;;
Belgium;CoalCCSadv;2020-2025;0.000205236;;;;
Belgium;CoalCCSadv;2025-2030;0.000613598;;;;
Belgium;CoalCCSadv;2030-2035;0.000931753;;;;
Belgium;CoalCCSadv;2035-2040;0.002719987;;;;
Belgium;CoalCCSadv;2040-2045;0.00272367;;;;
Belgium;CoalCCSadv;2045-2050;0.002726996;;;;
Belgium;CoalCCSadv;2050-2055;0.002733564;;;;
Belgium;CoalCCSadv;2055-2060;0.002736278;;;;
Bulgaria;CoalCCSadv;2020-2025;0.000170281;;;;
Bulgaria;CoalCCSadv;2025-2030;0.00036249;;;;
Bulgaria;CoalCCSadv;2030-2035;0.000464384;;;;
Bulgaria;CoalCCSadv;2035-2040;0.001440742;;;;
Bulgaria;CoalCCSadv;2040-2045;0.001441677;;;;
Bulgaria;CoalCCSadv;2045-2050;0.001488296;;;;
Bulgaria;CoalCCSadv;2050-2055;0.001488929;;;;
Bulgaria;CoalCCSadv;2055-2060;0.00148928;;;;
CzechR;CoalCCSadv;2020-2025;0.000202819;;;;
CzechR;CoalCCSadv;2025-2030;0.000436283;;;;
CzechR;CoalCCSadv;2030-2035;0.000494548;;;;
CzechR;CoalCCSadv;2035-2040;0.001501451;;;;
CzechR;CoalCCSadv;2040-2045;0.0015053;;;;
CzechR;CoalCCSadv;2045-2050;0.001512573;;;;
CzechR;CoalCCSadv;2050-2055;0.001532651;;;;
CzechR;CoalCCSadv;2055-2060;0.001534307;;;;
Germany;CoalCCSadv;2020-2025;0.00020554;;;;
Germany;CoalCCSadv;2025-2030;0.000460743;;;;
Germany;CoalCCSadv;2030-2035;0.000643091;;;;
Germany;CoalCCSadv;2035-2040;0.001212339;;;;
Germany;CoalCCSadv;2040-2045;0.001212481;;;;
Germany;CoalCCSadv;2045-2050;0.001214997;;;;
Germany;CoalCCSadv;2050-2055;0.001217829;;;;
Germany;CoalCCSadv;2055-2060;0.001224633;;;;
Denmark;CoalCCSadv;2020-2025;0.00018145;;;;
Denmark;CoalCCSadv;2025-2030;0.000399616;;;;
Denmark;CoalCCSadv;2030-2035;0.000564644;;;;
Denmark;CoalCCSadv;2035-2040;0.001558204;;;;
Denmark;CoalCCSadv;2040-2045;0.001560869;;;;
Denmark;CoalCCSadv;2045-2050;0.001562373;;;;
Denmark;CoalCCSadv;2050-2055;0.001562928;;;;
Denmark;CoalCCSadv;2055-2060;0.001563164;;;;
Spain;CoalCCSadv;2020-2025;0.00024351;;;;
Spain;CoalCCSadv;2025-2030;0.000572656;;;;
Spain;CoalCCSadv;2030-2035;0.000604588;;;;
Spain;CoalCCSadv;2035-2040;0.002340568;;;;
Spain;CoalCCSadv;2040-2045;0.002363621;;;;
Spain;CoalCCSadv;2045-2050;0.002402161;;;;
Spain;CoalCCSadv;2050-2055;0.002415185;;;;
Spain;CoalCCSadv;2055-2060;0.002422907;;;;
Finland;CoalCCSadv;2020-2025;0.000243782;;;;
Finland;CoalCCSadv;2025-2030;0.000431073;;;;
Finland;CoalCCSadv;2030-2035;0.000470142;;;;
Finland;CoalCCSadv;2035-2040;0.00306761;;;;
Finland;CoalCCSadv;2040-2045;0.003071972;;;;
Finland;CoalCCSadv;2045-2050;0.003073547;;;;
Finland;CoalCCSadv;2050-2055;0.003074263;;;;
Finland;CoalCCSadv;2055-2060;0.003075079;;;;
France;CoalCCSadv;2020-2025;0.000206522;;;;
France;CoalCCSadv;2025-2030;0.000450391;;;;
France;CoalCCSadv;2030-2035;0.000482273;;;;
France;CoalCCSadv;2035-2040;0.00215914;;;;
France;CoalCCSadv;2040-2045;0.002178908;;;;
France;CoalCCSadv;2045-2050;0.002202375;;;;
France;CoalCCSadv;2050-2055;0.002218951;;;;
France;CoalCCSadv;2055-2060;0.002224554;;;;
GreatBrit.;CoalCCSadv;2020-2025;0.000221314;;;;
GreatBrit.;CoalCCSadv;2025-2030;0.000457573;;;;
GreatBrit.;CoalCCSadv;2030-2035;0.000809946;;;;
GreatBrit.;CoalCCSadv;2035-2040;0.00325153;;;;
GreatBrit.;CoalCCSadv;2040-2045;0.003266623;;;;
GreatBrit.;CoalCCSadv;2045-2050;0.003291995;;;;
GreatBrit.;CoalCCSadv;2050-2055;0.003309782;;;;
GreatBrit.;CoalCCSadv;2055-2060;0.003331227;;;;
Croatia;CoalCCSadv;2020-2025;0.000200067;;;;
Croatia;CoalCCSadv;2025-2030;0.000380472;;;;
Croatia;CoalCCSadv;2030-2035;0.000484795;;;;
Croatia;CoalCCSadv;2035-2040;0.001992659;;;;
Croatia;CoalCCSadv;2040-2045;0.001994442;;;;
Croatia;CoalCCSadv;2045-2050;0.001996475;;;;
Croatia;CoalCCSadv;2050-2055;0.001997883;;;;
Croatia;CoalCCSadv;2055-2060;0.001998114;;;;
Hungary;CoalCCSadv;2020-2025;0.000222689;;;;
Hungary;CoalCCSadv;2025-2030;0.000391719;;;;
Hungary;CoalCCSadv;2030-2035;0.000477397;;;;
Hungary;CoalCCSadv;2035-2040;0.001451923;;;;
Hungary;CoalCCSadv;2040-2045;0.001460365;;;;
Hungary;CoalCCSadv;2045-2050;0.001466277;;;;
Hungary;CoalCCSadv;2050-2055;0.001468622;;;;
Hungary;CoalCCSadv;2055-2060;0.001468961;;;;
Ireland;CoalCCSadv;2020-2025;0.000233237;;;;
Ireland;CoalCCSadv;2025-2030;0.00049889;;;;
Ireland;CoalCCSadv;2030-2035;0.000500106;;;;
Ireland;CoalCCSadv;2035-2040;0.001578762;;;;
Ireland;CoalCCSadv;2040-2045;0.001579071;;;;
Ireland;CoalCCSadv;2045-2050;0.001579575;;;;
Ireland;CoalCCSadv;2050-2055;0.001581445;;;;
Ireland;CoalCCSadv;2055-2060;0.001582151;;;;
Italy;CoalCCSadv;2020-2025;0.000345408;;;;
Italy;CoalCCSadv;2025-2030;0.00059075;;;;
Italy;CoalCCSadv;2030-2035;0.000675486;;;;
Italy;CoalCCSadv;2035-2040;0.004407456;;;;
Italy;CoalCCSadv;2040-2045;0.004420287;;;;
Italy;CoalCCSadv;2045-2050;0.004433637;;;;
Italy;CoalCCSadv;2050-2055;0.004445839;;;;
Italy;CoalCCSadv;2055-2060;0.004459394;;;;
Latvia;CoalCCSadv;2020-2025;0.000209152;;;;
Latvia;CoalCCSadv;2025-2030;0.000499682;;;;
Latvia;CoalCCSadv;2030-2035;0.000621593;;;;
Latvia;CoalCCSadv;2035-2040;0.002786906;;;;
Latvia;CoalCCSadv;2040-2045;0.002788609;;;;
Latvia;CoalCCSadv;2045-2050;0.00278961;;;;
Latvia;CoalCCSadv;2050-2055;0.00279075;;;;
Latvia;CoalCCSadv;2055-2060;0.002790904;;;;
Netherlands;CoalCCSadv;2020-2025;0.000241354;;;;
Netherlands;CoalCCSadv;2025-2030;0.000735252;;;;
Netherlands;CoalCCSadv;2030-2035;0.001393671;;;;
Netherlands;CoalCCSadv;2035-2040;0.00281503;;;;
Netherlands;CoalCCSadv;2040-2045;0.002826463;;;;
Netherlands;CoalCCSadv;2045-2050;0.002839561;;;;
Netherlands;CoalCCSadv;2050-2055;0.002853453;;;;
Netherlands;CoalCCSadv;2055-2060;0.002861449;;;;
Poland;CoalCCSadv;2020-2025;0.000175901;;;;
Poland;CoalCCSadv;2025-2030;0.000405607;;;;
Poland;CoalCCSadv;2030-2035;0.000478967;;;;
Poland;CoalCCSadv;2035-2040;0.001584832;;;;
Poland;CoalCCSadv;2040-2045;0.001587151;;;;
Poland;CoalCCSadv;2045-2050;0.001589914;;;;
Poland;CoalCCSadv;2050-2055;0.001593713;;;;
Poland;CoalCCSadv;2055-2060;0.001597529;;;;
Portugal;CoalCCSadv;2020-2025;0.00022122;;;;
Portugal;CoalCCSadv;2025-2030;0.000355339;;;;
Portugal;CoalCCSadv;2030-2035;0.000451916;;;;
Portugal;CoalCCSadv;2035-2040;0.001076217;;;;
Portugal;CoalCCSadv;2040-2045;0.001866574;;;;
Portugal;CoalCCSadv;2045-2050;0.0019123;;;;
Portugal;CoalCCSadv;2050-2055;0.00191338;;;;
Portugal;CoalCCSadv;2055-2060;0.001920898;;;;
Romania;CoalCCSadv;2020-2025;0.00022298;;;;
Romania;CoalCCSadv;2025-2030;0.000345626;;;;
Romania;CoalCCSadv;2030-2035;0.000586172;;;;
Romania;CoalCCSadv;2035-2040;0.00141506;;;;
Romania;CoalCCSadv;2040-2045;0.001463763;;;;
Romania;CoalCCSadv;2045-2050;0.00156744;;;;
Romania;CoalCCSadv;2050-2055;0.001586063;;;;
Romania;CoalCCSadv;2055-2060;0.001596866;;;;
Sweden;CoalCCSadv;2020-2025;0.000123788;;;;
Sweden;CoalCCSadv;2025-2030;0.000253887;;;;
Sweden;CoalCCSadv;2030-2035;0.000428211;;;;
Sweden;CoalCCSadv;2035-2040;0.000758783;;;;
Sweden;CoalCCSadv;2040-2045;0.000890027;;;;
Sweden;CoalCCSadv;2045-2050;0.000904798;;;;
Sweden;CoalCCSadv;2050-2055;0.001563805;;;;
Sweden;CoalCCSadv;2055-2060;0.001567863;;;;
Slovenia;CoalCCSadv;2020-2025;0.00021327;;;;
Slovenia;CoalCCSadv;2025-2030;0.000394187;;;;
Slovenia;CoalCCSadv;2030-2035;0.000476752;;;;
Slovenia;CoalCCSadv;2035-2040;0.001314654;;;;
Slovenia;CoalCCSadv;2040-2045;0.00132281;;;;
Slovenia;CoalCCSadv;2045-2050;0.001336728;;;;
Slovenia;CoalCCSadv;2050-2055;0.001343589;;;;
Slovenia;CoalCCSadv;2055-2060;0.00134681;;;;
Slovakia;CoalCCSadv;2020-2025;0.000209067;;;;
Slovakia;CoalCCSadv;2025-2030;0.000460962;;;;
Slovakia;CoalCCSadv;2030-2035;0.000465611;;;;
Slovakia;CoalCCSadv;2035-2040;0.001458442;;;;
Slovakia;CoalCCSadv;2040-2045;0.00145896;;;;
Slovakia;CoalCCSadv;2045-2050;0.001459376;;;;
Slovakia;CoalCCSadv;2050-2055;0.001460132;;;;
Slovakia;CoalCCSadv;2055-2060;0.001460407;;;;
Austria;Gasexisting;2020-2025;4350;;;;
Austria;Gasexisting;2025-2030;2969.711538;;;;
Austria;Gasexisting;2030-2035;1840.384615;;;;
Austria;Gasexisting;2035-2040;418.2692308;;;;
Austria;Gasexisting;2040-2045;348;;;;
Austria;Gasexisting;2045-2050;0;;;;
Austria;Gasexisting;2050-2055;0;;;;
Austria;Gasexisting;2055-2060;0;;;;
Belgium;Gasexisting;2020-2025;6951;;;;
Belgium;Gasexisting;2025-2030;4745.394231;;;;
Belgium;Gasexisting;2030-2035;2940.807692;;;;
Belgium;Gasexisting;2035-2040;668.3653846;;;;
Belgium;Gasexisting;2040-2045;556.08;;;;
Belgium;Gasexisting;2045-2050;0;;;;
Belgium;Gasexisting;2050-2055;0;;;;
Belgium;Gasexisting;2055-2060;0;;;;
Bulgaria;Gasexisting;2020-2025;1266;;;;
Bulgaria;Gasexisting;2025-2030;864.2884615;;;;
Bulgaria;Gasexisting;2030-2035;535.6153846;;;;
Bulgaria;Gasexisting;2035-2040;121.7307692;;;;
Bulgaria;Gasexisting;2040-2045;101.28;;;;
Bulgaria;Gasexisting;2045-2050;0;;;;
Bulgaria;Gasexisting;2050-2055;0;;;;
Bulgaria;Gasexisting;2055-2060;0;;;;
CzechR;Gasexisting;2020-2025;1620;;;;
CzechR;Gasexisting;2025-2030;1105.961538;;;;
CzechR;Gasexisting;2030-2035;685.3846154;;;;
CzechR;Gasexisting;2035-2040;155.7692308;;;;
CzechR;Gasexisting;2040-2045;129.6;;;;
CzechR;Gasexisting;2045-2050;0;;;;
CzechR;Gasexisting;2050-2055;0;;;;
CzechR;Gasexisting;2055-2060;0;;;;
Germany;Gasexisting;2020-2025;30553;;;;
Germany;Gasexisting;2025-2030;20858.29808;;;;
Germany;Gasexisting;2030-2035;12926.26923;;;;
Germany;Gasexisting;2035-2040;2937.788462;;;;
Germany;Gasexisting;2040-2045;2444.24;;;;
Germany;Gasexisting;2045-2050;0;;;;
Germany;Gasexisting;2050-2055;0;;;;
Germany;Gasexisting;2055-2060;0;;;;
Denmark;Gasexisting;2020-2025;1621;;;;
Denmark;Gasexisting;2025-2030;1106.644231;;;;
Denmark;Gasexisting;2030-2035;685.8076923;;;;
Denmark;Gasexisting;2035-2040;155.8653846;;;;
Denmark;Gasexisting;2040-2045;129.68;;;;
Denmark;Gasexisting;2045-2050;0;;;;
Denmark;Gasexisting;2050-2055;0;;;;
Denmark;Gasexisting;2055-2060;0;;;;
Estonia;Gasexisting;2020-2025;119;;;;
Estonia;Gasexisting;2025-2030;81.24038462;;;;
Estonia;Gasexisting;2030-2035;50.34615385;;;;
Estonia;Gasexisting;2035-2040;11.44230769;;;;
Estonia;Gasexisting;2040-2045;9.52;;;;
Estonia;Gasexisting;2045-2050;0;;;;
Estonia;Gasexisting;2050-2055;0;;;;
Estonia;Gasexisting;2055-2060;0;;;;
Spain;Gasexisting;2020-2025;29927;;;;
Spain;Gasexisting;2025-2030;20430.93269;;;;
Spain;Gasexisting;2030-2035;12661.42308;;;;
Spain;Gasexisting;2035-2040;2877.596154;;;;
Spain;Gasexisting;2040-2045;2394.16;;;;
Spain;Gasexisting;2045-2050;0;;;;
Spain;Gasexisting;2050-2055;0;;;;
Spain;Gasexisting;2055-2060;0;;;;
Finland;Gasexisting;2020-2025;1935;;;;
Finland;Gasexisting;2025-2030;1321.009615;;;;
Finland;Gasexisting;2030-2035;818.6538462;;;;
Finland;Gasexisting;2035-2040;186.0576923;;;;
Finland;Gasexisting;2040-2045;154.8;;;;
Finland;Gasexisting;2045-2050;0;;;;
Finland;Gasexisting;2050-2055;0;;;;
Finland;Gasexisting;2055-2060;0;;;;
France;Gasexisting;2020-2025;11379;;;;
France;Gasexisting;2025-2030;7768.355769;;;;
France;Gasexisting;2030-2035;4814.192308;;;;
France;Gasexisting;2035-2040;1094.134615;;;;
France;Gasexisting;2040-2045;910.32;;;;
France;Gasexisting;2045-2050;0;;;;
France;Gasexisting;2050-2055;0;;;;
France;Gasexisting;2055-2060;0;;;;
GreatBrit.;Gasexisting;2020-2025;38985;;;;
GreatBrit.;Gasexisting;2025-2030;26614.75962;;;;
GreatBrit.;Gasexisting;2030-2035;16493.65385;;;;
GreatBrit.;Gasexisting;2035-2040;3748.557692;;;;
GreatBrit.;Gasexisting;2040-2045;3118.8;;;;
GreatBrit.;Gasexisting;2045-2050;0;;;;
GreatBrit.;Gasexisting;2050-2055;0;;;;
GreatBrit.;Gasexisting;2055-2060;0;;;;
Greece;Gasexisting;2020-2025;5213;;;;
Greece;Gasexisting;2025-2030;3558.875;;;;
Greece;Gasexisting;2030-2035;2205.5;;;;
Greece;Gasexisting;2035-2040;501.25;;;;
Greece;Gasexisting;2040-2045;417.04;;;;
Greece;Gasexisting;2045-2050;0;;;;
Greece;Gasexisting;2050-2055;0;;;;
Greece;Gasexisting;2055-2060;0;;;;
Croatia;Gasexisting;2020-2025;750;;;;
Croatia;Gasexisting;2025-2030;512.0192308;;;;
Croatia;Gasexisting;2030-2035;317.3076923;;;;
Croatia;Gasexisting;2035-2040;72.11538462;;;;
Croatia;Gasexisting;2040-2045;60;;;;
Croatia;Gasexisting;2045-2050;0;;;;
Croatia;Gasexisting;2050-2055;0;;;;
Croatia;Gasexisting;2055-2060;0;;;;
Hungary;Gasexisting;2020-2025;4011;;;;
Hungary;Gasexisting;2025-2030;2738.278846;;;;
Hungary;Gasexisting;2030-2035;1696.961538;;;;
Hungary;Gasexisting;2035-2040;385.6730769;;;;
Hungary;Gasexisting;2040-2045;320.88;;;;
Hungary;Gasexisting;2045-2050;0;;;;
Hungary;Gasexisting;2050-2055;0;;;;
Hungary;Gasexisting;2055-2060;0;;;;
Ireland;Gasexisting;2020-2025;4265;;;;
Ireland;Gasexisting;2025-2030;2911.682692;;;;
Ireland;Gasexisting;2030-2035;1804.423077;;;;
Ireland;Gasexisting;2035-2040;410.0961538;;;;
Ireland;Gasexisting;2040-2045;341.2;;;;
Ireland;Gasexisting;2045-2050;0;;;;
Ireland;Gasexisting;2050-2055;0;;;;
Ireland;Gasexisting;2055-2060;0;;;;
Italy;Gasexisting;2020-2025;41961;;;;
Italy;Gasexisting;2025-2030;28646.45192;;;;
Italy;Gasexisting;2030-2035;17752.73077;;;;
Italy;Gasexisting;2035-2040;4034.711538;;;;
Italy;Gasexisting;2040-2045;3356.88;;;;
Italy;Gasexisting;2045-2050;0;;;;
Italy;Gasexisting;2050-2055;0;;;;
Italy;Gasexisting;2055-2060;0;;;;
Lithuania;Gasexisting;2020-2025;1527;;;;
Lithuania;Gasexisting;2025-2030;1042.471154;;;;
Lithuania;Gasexisting;2030-2035;646.0384615;;;;
Lithuania;Gasexisting;2035-2040;146.8269231;;;;
Lithuania;Gasexisting;2040-2045;122.16;;;;
Lithuania;Gasexisting;2045-2050;0;;;;
Lithuania;Gasexisting;2050-2055;0;;;;
Lithuania;Gasexisting;2055-2060;0;;;;
Luxemb.;Gasexisting;2020-2025;96;;;;
Luxemb.;Gasexisting;2025-2030;65.53846154;;;;
Luxemb.;Gasexisting;2030-2035;40.61538462;;;;
Luxemb.;Gasexisting;2035-2040;9.230769231;;;;
Luxemb.;Gasexisting;2040-2045;7.68;;;;
Luxemb.;Gasexisting;2045-2050;0;;;;
Luxemb.;Gasexisting;2050-2055;0;;;;
Luxemb.;Gasexisting;2055-2060;0;;;;
Latvia;Gasexisting;2020-2025;1162;;;;
Latvia;Gasexisting;2025-2030;793.2884615;;;;
Latvia;Gasexisting;2030-2035;491.6153846;;;;
Latvia;Gasexisting;2035-2040;111.7307692;;;;
Latvia;Gasexisting;2040-2045;92.96;;;;
Latvia;Gasexisting;2045-2050;0;;;;
Latvia;Gasexisting;2050-2055;0;;;;
Latvia;Gasexisting;2055-2060;0;;;;
Netherlands;Gasexisting;2020-2025;18530;;;;
Netherlands;Gasexisting;2025-2030;12650.28846;;;;
Netherlands;Gasexisting;2030-2035;7839.615385;;;;
Netherlands;Gasexisting;2035-2040;1781.730769;;;;
Netherlands;Gasexisting;2040-2045;1482.4;;;;
